name,mz,rt,G.1,G.100,G.118,G.121,G.129,G.132,G.138,G.153,G.157,G.158,G.178,G.179,G.180,G.186,G.187,G.199,G.20,G.202,G.207,G.212,G.214,G.219,G.220,G.221,G.226,G.228,G.242,G.243,G.245,G.249,G.25,G.251,G.252,G.256,G.259,G.260,G.266,G.272,G.274,G.276,G.284,G.285,G.289,G.290,G.40,G.44,G.53,G.57,G.6,G.60,G.61,G.67,G.72,G.73,G.76,G.77,G.79,G.89,G.94,G.99,GR0.11,GR0.130,GR0.164,GR0.172.6,GR0.189,GR0.209,GR0.210,GR0.222,GR0.223,GR0.24,GR0.244,GR0.246,GR0.248,GR0.268,GR0.275,GR0.280,GR0.30,GR0.311,GR0.339,GR0.355,GR0.382,GR0.402,GR0.448,GR0.456,GR0.463,GR0.5,GR0.54,GR1.11.3,GR1.130.3,GR1.164.4,GR1.164.6,GR1.172.8,GR1.172.9,GR1.189.3,GR1.189.5,GR1.189.9,GR1.209.4,GR1.209.6,GR1.210.4,GR1.210.6,GR1.222.3,GR1.222.5,GR1.223.4,GR1.24.3,GR1.24.5,GR1.24.7,GR1.244.3,GR1.244.6,GR1.246.4,GR1.246.6,GR1.248.3,GR1.248.6,GR1.268.3,GR1.275.3,GR1.280.3,GR1.280.7,GR1.280.8,GR1.280.9,GR1.30.3,GR1.30.4,GR1.311.3,GR1.311.5,GR1.311.8,GR1.339.3,GR1.339.5,GR1.355.3,GR1.372.4,GR1.372.5,GR1.382.10,GR1.382.3,GR1.382.5,GR1.382.9,GR1.402.3,GR1.402.4,GR1.448.4,GR1.448.6,GR1.456.2,GR1.463.3,GR1.5.5,GS0.10,GS0.104,GS0.113,GS0.119,GS0.12,GS0.123,GS0.124,GS0.125,GS0.126,GS0.13,GS0.131,GS0.134,GS0.14,GS0.141,GS0.145,GS0.146,GS0.148,GS0.15,GS0.150,GS0.154,GS0.155,GS0.161,GS0.162,GS0.165,GS0.166,GS0.167,GS0.172,GS0.173,GS0.174,GS0.175,GS0.18,GS0.181,GS0.182,GS0.184,GS0.185,GS0.192,GS0.195,GS0.197,GS0.201,GS0.21,GS0.213,GS0.217,GS0.224,GS0.225,GS0.227,GS0.229,GS0.262,GS0.27,GS0.270,GS0.278,GS0.283,GS0.286,GS0.287,GS0.288,GS0.293,GS0.297,GS0.3,GS0.307,GS0.309,GS0.312,GS0.320,GS0.329,GS0.336,GS0.337,GS0.34,GS0.340,GS0.342,GS0.343,GS0.349,GS0.353,GS0.354,GS0.358,GS0.360,GS0.364,GS0.366,GS0.367,GS0.368,GS0.37,GS0.384,GS0.39,GS0.392.1,GS0.395,GS0.399,GS0.400,GS0.403,GS0.416,GS0.42,GS0.420,GS0.427,GS0.430,GS0.432,GS0.438,GS0.442,GS0.457,GS0.460,GS0.50,GS0.56,GS0.68,GS0.74,GS0.78,GS0.8,GS0.80,GS0.81,GS0.82,GS0.83,GS0.88,GS0.9,GS0.93,GS0.97,GS0.98,GS1.10.3,GS1.10.5,GS1.10.6,GS1.104.3,GS1.104.5,GS1.113.3,GS1.113.5,GS1.119.3,GS1.12.3,GS1.12.5,GS1.12.7,GS1.123.3,GS1.123.5,GS1.123.7,GS1.124.3,GS1.124.6,GS1.125.3,GS1.125.5,GS1.126.3,GS1.126.5,GS1.13.3,GS1.131.3,GS1.134.3,GS1.134.5,GS1.14.3,GS1.141.3,GS1.145.3,GS1.145.5,GS1.146.3,GS1.146.5,GS1.148.3,GS1.148.5,GS1.15.3,GS1.150.3,GS1.150.5,GS1.150.7,GS1.150.9,GS1.154.3,GS1.155.3,GS1.161.3,GS1.162.3,GS1.165.3,GS1.165.5,GS1.166.4,GS1.167.3,GS1.167.5,GS1.167.7,GS1.172.3,GS1.172.5,GS1.173.3,GS1.174.3,GS1.174.4,GS1.175.3,GS1.18.3,GS1.181.4,GS1.182.3,GS1.184.3,GS1.185.3,GS1.192.3,GS1.195.3,GS1.197.3,GS1.201.3,GS1.21.3,GS1.21.5,GS1.213.3,GS1.213.5,GS1.217.3,GS1.217.5,GS1.217.8,GS1.224.3,GS1.224.6,GS1.225.3,GS1.227.11,GS1.227.3,GS1.227.5,GS1.227.7,GS1.227.9,GS1.229.3,GS1.237.2,GS1.237.4,GS1.237.5,GS1.262.3,GS1.27.3,GS1.27.5,GS1.27.8,GS1.270.3,GS1.278.3,GS1.278.5,GS1.278.8,GS1.282.3,GS1.282.4,GS1.282.6,GS1.283.4,GS1.283.8,GS1.283.9,GS1.286.3,GS1.286.5,GS1.287.3,GS1.288.3,GS1.288.5,GS1.293.2,GS1.293.4,GS1.297.5,GS1.3.4,GS1.3.8,GS1.307.3,GS1.307.6,GS1.309.3,GS1.312.5,GS1.320.3,GS1.320.5,GS1.329.4,GS1.329.6,GS1.336.2,GS1.337.3,GS1.337.5,GS1.34.2,GS1.34.4,GS1.340.2,GS1.340.4,GS1.342.3,GS1.342.5,GS1.343.5,GS1.343.6,GS1.349.3,GS1.353.3,GS1.353.5,GS1.354.3,GS1.354.4,GS1.358.3,GS1.358.6,GS1.360.3,GS1.366.3,GS1.366.5,GS1.366.7,GS1.367.2,GS1.368.3,GS1.368.5,GS1.37.2,GS1.37.5,GS1.384.2,GS1.384.3,GS1.39.3,GS1.392.2,GS1.395.3,GS1.395.5,GS1.395.9,GS1.399.3,GS1.399.6,GS1.400.3,GS1.400.7,GS1.416.2,GS1.42.3,GS1.420.4,GS1.427.3,GS1.430.3,GS1.430.5,GS1.430.7,GS1.432.3,GS1.432.5,GS1.438.3,GS1.438.6,GS1.442.3,GS1.457.3,GS1.457.6,GS1.457.8,GS1.50.3,GS1.56.3,GS1.68.3,GS1.74.3,GS1.78.3,GS1.8.3,GS1.8.5,GS1.80.4,GS1.80.6,GS1.81.3,GS1.81.5,GS1.81.7,GS1.82.3,GS1.82.4,GS1.82.6,GS1.83.3,GS1.88.3,GS1.9.3,GS1.93.3,GS1.97.4,GS1.97.6,GS1.98.3,HC.1,HC.10,HC.11,HC.12,HC.13,HC.14,HC.15,HC.16,HC.17,HC.18,HC.19,HC.2,HC.20,HC.21,HC.22,HC.23,HC.24,HC.25,HC.26,HC.27,HC.28,HC.29,HC.3,HC.30,HC.31,HC.32,HC.33,HC.34,HC.35,HC.36,HC.37,HC.38,HC.39,HC.4,HC.40,HC.41,HC.42,HC.43,HC.44,HC.45,HC.46,HC.47,HC.48,HC.49,HC.5,HC.50,HC.51,HC.52,HC.53,HC.54,HC.55,HC.56,HC.57,HC.58,HC.59,HC.6,HC.60,HC.7,HC.8,HC.9,QC100,QC101,QC102,QC103,QC104,QC105,QC106,QC107,QC108,QC109,QC11,QC110,QC111,QC112,QC113,QC114,QC115,QC12,QC120,QC121,QC122,QC123,QC124,QC125,QC126,QC127,QC128,QC129,QC13,QC130,QC131,QC132,QC133,QC134,QC135,QC136,QC14,QC142,QC143,QC144,QC145,QC146,QC147,QC148,QC149,QC15,QC150,QC151,QC152,QC153,QC154,QC155,QC156,QC157,QC158,QC16,QC17,QC18,QC19,QC20,QC21,QC22,QC23,QC24,QC25,QC32,QC33,QC34,QC35,QC36,QC37,QC38,QC39,QC40,QC41,QC42,QC43,QC44,QC45,QC46,QC47,QC48,QC54,QC55,QC56,QC57,QC58,QC59,QC60,QC61,QC62,QC63,QC64,QC65,QC66,QC67,QC68,QC69,QC7,QC70,QC76,QC77,QC78,QC79,QC8,QC80,QC81,QC82,QC83,QC84,QC85,QC86,QC87,QC88,QC89,QC90,QC91,QC92,QC98,QC99
IS1,184.0940747,2.36,2668616.25,3163338.789,4382667.484,4479898.858,3521339.621,3168727.203,2276042.314,4353687.912,3736429.674,2916543.734,3453548.862,3556564.5,5334593.022,4084926.061,4050037.075,4047496.663,1283014.823,2782422.004,2752418.25,3382188.699,5539120.09,7272146.187,4453916.306,5080998.75,4947088.562,2149512.148,1493947.706,2943072.724,3148103.821,3708778.5,3524286.285,5284668,4134553.946,2899260,4337711.244,3356515.517,4748117.25,3698677.501,2904164.387,2796994.5,2253825.642,6457227.353,2848449.359,2658256.271,2698148.393,2871431.25,2364315.957,3463024.5,2573935.5,2100333.787,4217973.036,4086854.692,2431558.353,1889374.052,2751203.25,2806462.118,3781550.635,3530540.764,4904644.5,3210579,2558273.043,3277926.567,3335478.873,4306932.378,2821278,2316129.922,2465322.039,3332302.872,3054949.127,2567579.605,3165399.75,3377652.038,3394844.25,2273669.512,3113394.779,3114211.729,1706869.867,3380247.289,5116730.639,4743661.5,4684897.809,2790863.25,3811787.624,4513518.891,3817537.5,2739760.79,3865812.75,4665854.422,4247727.75,3743353.528,1283439.656,4346006.904,3756609.75,2832911.413,3108767.906,2994130.718,3102536.434,2473673.343,3087654.393,2889064.921,2524638.346,2660001.606,2746754.801,2733300.768,2859592.5,2651293.041,2226613.933,3455878.783,3771504.359,3841764.75,4927339.854,1958066.184,3117143.25,4100994.078,3911672.928,3727074.907,3600000.725,3661895.317,2017464.005,2094371.455,2546603.599,2718421.274,2528747.651,2839402.5,4807314.871,4461560.422,3886218.75,3658407.357,3682291.717,7463143.984,4507959.75,4013487.75,3044561.015,3441803.283,3153536.683,3863358,4531337.607,4129280.67,3125627.334,2926744.438,2801009.999,2948310,3039020.477,2444199.435,3244957.974,2581603.132,2699592.75,2626460.36,3048762,2984153.468,2143762.338,1263102.483,3006245.959,2335745.04,2701974.567,2742371.212,2682108.372,3230246.377,3488946.836,2119840.5,2374602.405,2654454.777,2918920.297,2844634.427,3853499.098,4992038.25,4119542.786,2808361.596,4084068.454,1946980.5,3735763.5,4544006.829,3059426.527,3033903.75,2255910,4478209.5,3226693.087,3963337.194,2566451.694,3596957.742,3352725.954,3500720.999,3014934,3050178.544,2691879.837,2839999.487,2416643.444,3159196.462,3407587.5,3991642.5,2986529.744,2910592.2,1038175.617,2477778.501,1877346.36,2540796.956,3507672,2866986.884,2432545.298,5302321.099,3961476.599,5291738.227,3418298.627,2401384.391,4485118.5,4174131.341,5077941.328,3888389.2,3928412.365,3306766.913,4804175.25,4634487,5657538.237,5026377.497,4226993.945,3518573.596,2005842.833,4141418.103,879296.8333,3289683.715,3811216.872,3410902.572,4794292.948,4049617.108,3513607.151,2135652.485,3848318.25,2870403,3054130.192,3754533.866,4822226.25,3803009.556,4635222.925,3278807.318,2141045.642,3533913.846,3162842.658,2014985.321,3531515.633,2464999.652,2880017.979,3418465.359,2759972.483,3162054.474,3858234.37,2831222.926,3070802.828,3030729,2981299.5,3701204.187,2261191.888,2930074.941,3413880,3637244.161,3070854.574,3418208.882,3245077.023,2834724.755,3265825.069,3225373.816,3184969.5,2646281.958,3322266,2648308.5,2879099.305,3484342.5,3151765.818,3228721.667,3395848.12,3492309.041,2800401.75,2988299.128,3069379.372,2993457.996,2532654,3337783.5,2839237.205,2879549.885,2834307.039,2562964.652,2241671.179,2636244.969,2498238.296,2569033.5,3043895.25,3336917.4,3804600.907,3414126.245,3153778.5,2183954.735,2640576,3158208,1949140.109,2727570,3255328.5,3653753.25,3806122.398,4081165.875,3164982.75,3262345.115,4953642,4027507.846,2596588.08,4762682.683,4725416.869,3304697.25,3924879.649,3419772.493,3699152.657,2155325.648,3347484.77,2894061.859,2510869.493,2789454.75,3448202.126,4036863,3637537.5,3172206.377,2806661.342,3907442.853,2968551.85,3527673.798,3687670.5,3313655.026,2027058,2210121,3404534.794,4425064.443,3175983.75,3371044.056,2946258.742,3072409.147,2766954.467,2166299.46,2648618.763,3531642.128,3482891.061,3174713.419,3374340,3004827.75,4316071.958,3192321,2316827.665,2189050.9,2391052.729,2666026.633,2311299.876,2671956,2730215.713,3062885.738,3258915.129,5048950.469,2644182.441,2376811.5,3300340.5,3645752.036,5064164.062,3640117.785,3753057.719,4858516.59,3464885.236,4572092.126,4661469.75,2975367.249,3185412.327,2363612.516,2472237.213,4101574.533,4748751.238,5492199.455,2936266.5,4235565,3300185.274,3853548.737,4173100.922,4157191.539,4551078.962,3873941.25,5227149.995,4708700.661,3789533.179,4340172.068,3857387.686,6022905.076,4143017.949,4976883.725,4227481.08,2031967.655,2067141.609,3650871.235,3903628.671,1466087.754,3957209.217,2955055.975,3943437.603,3562259.749,4118133.294,4498984.51,3130376.25,3773477.017,3749912.33,1983081.479,3582777.976,3324528.232,4081552.603,3796278.75,3781158.415,4359758.25,3812426.463,3485378.25,3812945.25,4909745.57,3448831.813,3314023.308,3425330.25,1825248.832,5802745.511,3969584.25,4269368.25,3863242.286,3361571.226,2833543.244,3337243.08,2922218.25,3505222.124,2855964.364,3327661.672,4343492.057,4167057.716,3076449.75,2979402,3544490.351,1641922.5,3144530.684,2621729.004,3138251.093,2323550.105,2413299.457,2718767.06,3289298.619,2731553.424,2938276.279,2569298.418,3033257.079,4171396.855,5602907.737,4935721.354,3728025.091,2560231.13,3579827.707,4589805,6188126.965,3838898.565,2245986,3896825.238,3954864.925,4173322.5,3818596.37,4899205.5,2080167.638,3331877.656,4561043.25,4412060.798,3392851.623,3224602.343,2851266.875,5063408.879,6158658.533,5574618,5224417.096,3230955,4998938.25,4812204.95,1773872.165,2827215.75,1376529.75,2520240.319,4423462.5,4670451.75,4700250.75,2444589.934,3323652.506,3814626.75,4396832.373,5488065.873,2822290.5,2463273.75,1881671.225,3142257,2440700.25,2954780.25,3420698.918,3161831.25,4866907.598,2375114.307,2287494,2306189.25,3070203,2869501.179,3128254.51,2557620.75,3558752.619,3274263.701,2656914.098,2436654.75,2372939.489,2161564.355,2865265.415,2087154.056,1958298.75,1754069.25,2083745.25,2597314.039,2005949.428,2898259.222,4986359.25,5049539.177,4628438.25,3942818.668,3467776.995,2974839.661,3130179.476,2900676.478,2736238.301,2760485.44,2939903.177,2710332.408,2404336.16,2505334.156,2531054.061,2657586.75,2458239.895,2410764.086,2822335.5,7274374.596,6303650.358,5192310.106,4190581.403,3785287.591,3380909.484,2986074.53,2398945.5,2493340.5,2409321.75,2320895.069,2153379.397,1905426,2197034.899,2100351.456,2074479.412,2057802.068,1953482.024,2363968.878,2214906.921,2348904.75,2081276.57,2192142.655,1927792.957,1567008.167,1749061.5,1692277.235,1738161.988,3586466.816,3548021.202,3588178.939,3506778.75,3116376.89,2591455.131,2719014.75,2973407.481,2651366.48,2953704.819,2904685.5,2627637.091,2605711.114,2588057.528,2437438.563,2366549.624,2324000.589,3587918.709,3893490.75,3729869.938,3418357.77,3255603.177,3431628.832,3100195.129,3096795.166,2948495.727,3055175.424,3161593.012,2823523.687,2773818.579,2577686.097,2715009.23,2387604.127,3023463.597,2390879.493,7423720.873,6855307.949,5136976.955,4221838.849,2882155.5,3683702.809,3086819.378,2430043.209,2400226.714,2207156.376,2174251.5,2367085.5,2113207.705,2198741.756,2154118.225,2015690.25,1780957.575,1890391.454,3502553.44,3320145.795
IS2,165.1312701,1.17,458361.5924,416917.6707,653183,660149.25,393281.4093,338322,262442.1697,540388.5,416064.75,536083.4396,458960.25,511695.763,946533.75,559553.2041,527495.1424,643846.5,158845.5,361822.5851,417491.25,447984.75,621427.5608,805497.6264,603505.8456,675639,569691.75,404993.7333,295304.25,884154.0582,586809.75,612564.9164,639848.0563,897358.9777,540558.75,724990.1866,842058,790817.1322,829535.3192,697289.5132,597399.75,420678,472645.478,984917.25,635433.8206,676658.8073,419915.0043,410555.1375,443492.0086,509396.7163,380737.9858,317135.25,679102.5,531732.2078,409536.7428,347360.9149,399658.5,416643,612930.8788,705739.0555,724886.25,437847.8379,391606.7006,515745,517771.5,625874.388,584262.8074,410466.462,310929.75,551917.4314,459282.8892,392469.75,467679.4549,626634.9732,507692.25,459405,421403.25,398206.8219,252008.25,525412.7059,707938.6335,587737.0197,686680.3456,488330.25,503088.0823,598431.7511,609409.3255,532761.6392,700926,758780.25,820009.3538,818148.75,259317,521913.4649,586047.4306,624969.75,544920.5979,467004.75,586212.75,411360.9313,395081.1196,222555.75,468961.0828,514792.2175,553315.1366,488302.3048,428246.7107,396531.4815,342215.6549,445619.556,517737.75,529142.6998,839220.75,486672.1459,695237.1863,513528,639723.5681,480219.0105,526654.4786,537529.1132,279976.5,272101.0831,404825.7252,313162.6275,313079.25,432530.9528,675767.9264,521013.2217,556494.9954,599776.4782,518682.75,1008243,583347.1634,567129.75,552332.8919,619721.4323,441196.9944,562643.25,671041.5,495789.0275,572767.3405,536823.6191,443997.9571,523095.75,630477.2026,432955.5122,592128.6117,537781.768,509133.75,375246.2589,469197.3103,440447.0713,461760.9509,184889.6398,485068.5,409314,503115,464409,448277.25,453936.75,528362.0535,434060.9069,380629.9961,404493,394386,498025.4771,747227.3287,978546.1977,728050.9052,456559.514,664150.5,324155.6836,580482.9606,733019.9319,577903.2064,607578.7382,316874.8186,600996.5068,456997.8736,505909.5316,427182.5621,562029.4683,509856.75,492673.5,603517.7666,382576.2574,371968.5,443151,340129.3536,438540.0169,513369,531234.4014,404442.75,436226.3522,185188.5,326706,306853.4268,551029.2653,447442.6324,365703.9405,371817.6966,716736.7329,657773.2792,602524.1875,545562.2892,298838.2865,629076.75,489300.6455,590843.25,551206.9602,559981.5,403365,573444,738919.5,670571.25,667101.2105,606082.5224,497249.8884,268603.5,461781.2666,228085.5255,358714.1115,517143.9542,447546.75,552997.0265,581627.25,515629.2773,287317.2785,510999.75,479862.75,413397.5618,582495.2508,695894.1189,491102.8753,559677.6923,418886.25,234095.2378,735066.9893,407441.4568,410848.3574,570613.1507,479436.835,524051.5856,498345.6324,555797.9892,609917.6571,712270.1583,545648.0286,506577.4999,614955,547719.0595,709611.6615,412748.308,470224.6985,459392.7441,534933.7991,520499.9239,607068.75,636183.75,443732.7357,464724,343701.2634,497415.7813,444116.6991,636693.1068,509337.987,562459.9273,520916.25,565851.6976,600484.3056,547363.5,491978.7855,472015.5,467024.733,491176.9668,386178.1379,376425,510891.839,465129,470511.923,439681.6068,424869.0324,467445,492327.4837,389617.1401,462982.6522,536891.25,573897.75,667875.75,667476,463097.3321,343723.4927,369023.25,453641.9678,328315.5638,502573.6987,569746.9832,853330.2227,629226.8179,902916.75,537353.8186,531348.7648,777228,775506,357915.75,827779.5,677627.25,599020.5557,691667.5525,460443.7702,495099.75,299798.945,398046.7677,355440,381026.7083,421979.25,489375.8025,460064.6801,495807,396622.9728,398943.3285,641759.4218,509426.4786,491328.9018,642217.5,566093.25,373355.8099,363305.8961,447338.1145,562833.7675,418244.9134,516660.75,578951.6065,529393.5,355589.25,304353,372497.0207,541965.8793,610609.5,500730.75,431892.1135,405255,640481.7459,409769.2181,321382.5343,321149.3082,370452.75,486984,412331.7266,357818.25,390415.2127,406099.8201,402518.9618,633388.0305,486570.9055,495459.0589,529911.75,533462.2803,696132.8971,594184.3018,545107.5,816249.2546,398496.3312,634032.0442,548737.5,420103.2364,441857.9143,278555.25,272674.5,513538.3369,547980.75,709079.25,361373.25,553905.75,269861.5355,506136.5832,607784.5971,564609.9725,472709.25,562071.75,580325.7233,634117.7056,673282.8717,641826.1649,524385.9613,755348.0205,470690.7191,642892.0164,590717.9858,235749.0427,270526.5,432338.1531,505151.8857,159684.5405,525243.8831,406205.5836,490982.1377,546202.2258,661140.4338,585991.186,473256,481276.5,491232.75,252466.5,528273,524501.5427,509266.7438,557995.6025,451431.357,643897.5,561100.5,437939.3285,560841.75,630002.7419,503642.25,475699.9409,446606.1216,269860.5692,947994.4562,747617.25,639222,689716.0565,498095.8078,474005.1024,534913.3815,607266.75,645600.75,465632.25,570784.8844,714231.2215,739363.3569,546096.4859,533513.4344,734785.4299,459248.0079,423764.0787,422509.5,450155.25,404207.7885,510482.378,564496.5,506668.5,425332.1893,445644.7882,312535.7319,388536.646,616625.0182,671060.25,758372.25,478509,454342.396,527825.25,614221.3518,703019.0039,460246.9178,264132.6567,627132.762,517316.25,574525.5,466571.0604,852866.25,306825,442299.3813,658001.2558,502495.6387,395234.9589,375594.2257,291947.25,712947.3697,627440.25,701442.75,539206.1421,501305.808,519873,520394.8707,243678.8377,311151.75,315561.1838,697028.25,621419.3116,706246.5,798110.25,472067.3966,498114,950987.323,634610.2299,668504.6784,579471,524465.4532,488715,794697,706112.25,613188.8524,493797.9671,431789.3733,676138.8953,421294.5483,370917.0267,383407.9221,522129.75,436500,453353.5694,362826.7459,493651.5,455063.4065,373942.1331,336690.9311,340716.5477,333526.9825,451858.9617,318923.6234,313461.1697,280080.5208,288735,333916.1954,315827.25,451446,661333.9139,668064.1188,569276.0281,508057.5,455692.5966,440562.75,391546.0873,388057.2886,355191.75,365962.1431,431331.9169,386545.4326,367998.1992,358890.75,348365.5165,359779.5,326522.25,336489.8371,386906.1483,858333.619,718202.0807,632942.714,531051.2776,494196.308,413215.1925,389286.4216,329178.7346,331046.0431,329012.25,305115.75,291559.0813,291717.7147,308930.5371,284819.1218,285212.2445,275636.4968,274580.347,320573.4663,323987.1411,313125,295647,236525.2216,228489.75,238118.25,248570.5744,214819.2891,215650.5,578033.6939,607745.114,518754.3844,555258,467740.5,441986.902,384359.7452,455798.231,372809.8221,435316.2874,437781,400824.5838,408280.6208,396499.9845,399927,395553.75,369900,525125.4833,572676.75,557744.3764,514104,514785.4681,509267.7277,493700.25,471739.5681,467613,444916.8729,458610,441806.1692,431691,357876.0355,378637.5,377235.0694,486776.3859,319666.9775,1224912.355,1054284.082,816474.75,673488,487396.7555,569635.5,512331.7019,445543.8132,395683.5,345626.7975,318462,344779.5,311132.4212,310731.75,297420.9215,287511,284721.6311,282887.3058,565542.8836,550398.0761
