,matchedIS,BQ1.5.1,BQ1.5.2,BQ1.1,BQ1.2,BQ1.3,BQ1.4,BQ1.5,BQ1.6,BQ1.7,BQ1.8,BQ1.9,BQ2.5.1,BQ2.5.2,BQ2.1,BQ2.2,BQ2.3,BQ2.4,BQ2.5,BQ2.6,BQ2.7,BQ2.8,BQ2.9,BQ3.5.1,BQ3.5.2,BQ3.1,BQ3.2,BQ3.3,BQ3.4,BQ3.5,BQ3.6,BQ3.7,BQ3.8,BQ3.9,BQ4.5.1,BQ4.5.2,BQ4.1,BQ4.2,BQ4.3,BQ4.4,BQ4.5,BQ4.6,BQ4.7,BQ4.8,BQ4.9,BQ5.5.1,BQ5.5.2,BQ5.1,BQ5.2,BQ5.3,BQ5.4,BQ5.5,BQ5.6,BQ5.7,BQ5.8,BQ5.9,BQ6.5.1,BQ6.5.2,BQ6.1,BQ6.2,BQ6.3,BQ6.4,BQ6.5,BQ6.6,BQ6.7,BQ6.8,BQ6.9,BQ7.5.1,BQ7.5.2,BQ7.1,BQ7.2,BQ7.3,BQ7.4,BQ7.5,BQ7.6,BQ7.7,BQ7.8,BQ7.9,QC7,QC8,QC11,QC12,QC13,QC14,QC15,QC16,QC17,QC18,QC19,QC20,QC21,QC22,QC23,QC24,QC25,QC32,QC33,QC34,QC35,QC36,QC37,QC38,QC39,QC40,QC41,QC42,QC43,QC44,QC45,QC46,QC47,QC48,QC54,QC55,QC56,QC57,QC58,QC59,QC60,QC61,QC62,QC63,QC64,QC65,QC66,QC67,QC68,QC69,QC70,QC76,QC77,QC78,QC79,QC80,QC81,QC82,QC83,QC84,QC85,QC86,QC87,QC88,QC89,QC90,QC91,QC92,QC98,QC99,QC100,QC101,QC102,QC103,QC104,QC105,QC106,QC107,QC108,QC109,QC110,QC111,QC112,QC113,QC114,QC115,QC120,QC121,QC122,QC123,QC124,QC125,QC126,QC127,QC128,QC129,QC130,QC131,QC132,QC133,QC134,QC135,QC136,QC142,QC143,QC144,QC145,QC146,QC147,QC148,QC149,QC150,QC151,QC152,QC153,QC154,QC155,QC156,QC157,QC158
Phe,IS1,8180000.0,4310000.0,165000.0,339000.0,1160000.0,2580000.0,3340000.0,7620000.0,18700000.0,25400000.0,61200000.0,10800000.0,6030000.0,318000.0,618000.0,1660000.0,3690000.0,4420000.0,12500000.0,24500000.0,37700000.0,87300000.0,8430000.0,7120000.0,1940000.0,2190000.0,4390000.0,3850000.0,7280000.0,5060000.0,13600000.0,40300000.0,89300000.0,9660000.0,6480000.0,576000.0,998000.0,1970000.0,4450000.0,5090000.0,13000000.0,23100000.0,52000000.0,84000000.0,7210000.0,7290000.0,453000.0,538000.0,2300000.0,3060000.0,5030000.0,15300000.0,22700000.0,43900000.0,91700000.0,12800000.0,8360000.0,636000.0,939000.0,2330000.0,5910000.0,9020000.0,23800000.0,43000000.0,71800000.0,149000000.0,14100000.0,11600000.0,738000.0,3670000.0,3530000.0,7080000.0,10800000.0,27400000.0,50200000.0,89000000.0,167000000.0,13638045.943655176,12970715.552820321,12888138.079106009,12877932.40939914,12272847.57638807,12877426.056800213,12915434.21931348,13451907.835486105,12637714.277711064,12970332.46085335,12893234.300641885,12877319.395950072,13714013.96807215,12970249.972571816,11690676.905749617,12920933.56535321,12982265.206509685,13430184.307654126,12860257.026746044,12749154.087993564,12861060.65057133,11718500.463191375,13571327.00103797,12813898.676945085,12860473.443107057,11801843.269425523,12708854.613912955,12848658.633781556,12861809.581451599,12348640.670903856,13299565.61298008,13303186.221412154,12985496.21402263,13399488.629033657,13529295.682583857,13408538.462548686,13381941.839589091,12932910.074959908,13963608.646992568,12865648.723433133,12796737.833482614,13117946.680495324,13227124.191101724,12886856.875640865,12427649.907656113,12881993.87445847,13284127.615608653,13138644.929866157,13771537.915670125,12886189.940400977,13875335.537596656,14223713.405103128,12975916.369112987,13455987.134812253,13376031.95821718,12037882.82928973,12478357.529639363,13616237.50079437,12872815.851031704,13907287.425912308,12908670.71886306,12452838.31918032,12873618.667453762,12608533.189254755,13003379.169477109,12055038.708413335,12875269.85814839,12849251.500007141,12368137.57607595,12894966.619160578,12451852.771413714,12596297.619853565,12745765.202403367,12956735.998874286,13708504.923846086,12956760.89785156,13750382.400367336,13047530.561064232,13059331.974393208,12752416.204720436,12466873.949766848,12847722.731110232,13816681.643995319,12956859.795714458,13391888.358455349,12957470.885273257,13110628.095094126,12859955.394732585,12149033.583526472,12987867.53430319,12403378.610535335,12984972.431173189,12820239.822322555,12468229.027507678,12768606.051950362,12989622.858397933,12821779.04622387,13057057.279532807,13189525.931119945,12874985.581066715,12751569.829480834,12861010.578293273,12733979.456586346,13033512.07292278,12874581.1008061,12263548.74877854,12976360.163670165,13059274.873766746,12718801.590691542,12276766.005518783,13002513.7775892,12726047.705566775,12274865.138427714,12429603.49765613,12974745.542383274,11618984.687898459,12874336.604215862,13010279.155899504,12973216.967932776,13113450.720779495
Tyr,IS1,2970000.0,1630000.0,38800.0,85900.0,308000.0,793000.0,1180000.0,3050000.0,8170000.0,11700000.0,25600000.0,4090000.0,2490000.0,119000.0,181000.0,530000.0,1240000.0,1690000.0,5060000.0,9790000.0,17000000.0,35500000.0,3180000.0,2680000.0,622000.0,806000.0,1660000.0,1230000.0,2670000.0,2190000.0,6400000.0,18500000.0,36200000.0,3580000.0,2450000.0,135000.0,252000.0,562000.0,1450000.0,1950000.0,5410000.0,9750000.0,22600000.0,32900000.0,2580000.0,2530000.0,130000.0,151000.0,649000.0,951000.0,1780000.0,6180000.0,9980000.0,20300000.0,38300000.0,4610000.0,3240000.0,229000.0,316000.0,817000.0,1870000.0,3360000.0,9890000.0,19100000.0,32800000.0,55400000.0,5060000.0,4190000.0,204000.0,880000.0,977000.0,2160000.0,3670000.0,9550000.0,20200000.0,34800000.0,57400000.0,6033448.213358389,6116016.833579535,6201317.57973959,6165353.482345654,6077778.715442259,6095484.675916872,6247083.320911431,6134074.764691685,6305530.080060557,6200980.144006911,6051482.333566131,6006727.002534068,6196309.525197659,6165402.986073256,5712899.942097291,6202860.224569078,6098865.420286399,6330423.103029414,6244850.368194759,6001361.1666130135,6111775.224228585,5642940.338951342,6127651.1415121695,6089760.241059219,6214328.080089259,6096227.503754737,6078141.175982906,6151386.439067877,6135188.301035135,6208506.458544235,6201444.53156334,6122068.5401777895,6164030.1153428685,6274639.3687746925,6199314.597500079,6264268.385545084,6234618.545750709,6139834.773479338,6406239.628858153,6159699.198557301,6359890.1485458845,6159729.974103312,6387248.948121328,6139825.435903023,6171825.38238961,6139859.774437837,6386639.892552531,6136677.659166516,6267513.655049379,6139724.516402673,6057141.886684171,6035314.160716354,6026991.320739594,5966310.352422102,6264475.607555155,6152468.576708543,6161803.013331346,6072526.444282613,6137671.415751846,6251103.919916641,6254190.446583883,6044569.106900348,6137663.73009322,5947583.782843309,6137784.988053524,6017313.539331359,6161813.276556031,6166108.939691637,6230504.886397898,6164106.270562937,6174019.808824116,6062838.138588469,6235527.554034801,6164238.961903583,6188967.725816972,6135279.149773436,6129475.477067748,6212866.17416628,6240918.6621430805,6066733.425912652,6196795.999480182,6135207.095669681,6219594.553514207,5975722.383912996,5987793.629835138,6225429.610582887,6058465.5412137,6165784.703408024,6035501.400505051,6134043.080673081,6219410.362798511,6165482.635452449,6150231.205745611,6133226.691621523,6235510.858847661,6133311.482025598,6246143.384924477,6165587.945431482,6137268.574729242,6217021.771536795,6224389.666227854,6133344.873996225,6267647.736353316,6152971.628478626,6220660.3288979,6128643.099040425,6145421.4940312775,6153662.692705842,6145399.245316023,6115653.477002748,6145769.874766558,6131054.3438554555,6145373.492739244,6239302.94688824,6154204.612019678,6072259.460366002,6153394.8604210215,6074246.048325267,6145427.096249575,6152284.263380021
Glu,IS4,23700.0,11800.0,533.0,698.0,2690.0,5140.0,5920.0,13200.0,18400.0,26200.0,92900.0,32200.0,22600.0,1200.0,1610.0,5780.0,11700.0,8930.0,41800.0,34800.0,124000.0,164000.0,26200.0,12100.0,3230.0,4180.0,4590.0,8490.0,20600.0,23300.0,51600.0,57400.0,136000.0,31000.0,19800.0,644.0,2880.0,4470.0,9540.0,14800.0,37600.0,48200.0,132000.0,222000.0,22400.0,13700.0,521.0,712.0,4980.0,6150.0,10500.0,25900.0,51100.0,92900.0,190000.0,31900.0,18900.0,703.0,826.0,3800.0,8820.0,17200.0,45400.0,86000.0,128000.0,315000.0,27500.0,22100.0,729.0,5140.0,6310.0,14300.0,25600.0,48500.0,79100.0,170000.0,375000.0,37922.698670422964,39819.49199397362,30214.088563384925,30476.21427461702,38034.20884313216,37329.36383688495,30688.34203736273,45299.67105960681,38297.97720054414,32230.208225367856,38523.89131449669,35089.03329215706,36912.65419297712,35172.383651289914,32419.392365870583,37685.22630731364,25422.876447392966,36360.42516920997,33031.01783802591,28945.14665678166,37309.312247230395,49741.125624559,36874.82300810008,34365.634743429204,35964.92791115639,55743.269960135374,30643.37585438566,33991.803943320294,36923.690340753055,38729.317203140534,35958.02579400447,34958.69060743034,36869.01027089487,23171.358090729507,37796.82773738768,35513.24456362099,25023.642116748575,36426.94666790465,28920.872762139603,44321.11274066604,40220.66504169863,37560.49199744624,37590.90936790098,35236.14023139543,34132.084614136154,29793.144107900105,19361.049447674162,37467.549926294654,35802.86171699709,37409.35530682618,37304.43828528328,27303.114846705645,37106.96245124059,43556.2093648137,33767.490372599066,40619.57315502374,37070.53593965968,33828.28374492687,37093.25775728214,40908.625310528085,39193.59877231994,42192.76307798987,35533.555391915994,39433.789986261756,32211.968563517137,33525.857061953226,35511.82031532212,36196.048370682474,46945.89898556792,50054.381531609564,38903.07101443209,37528.17619424541,38838.02020506756,35320.839952486414,33115.58600249801,33641.330243023745,32408.548039977493,37933.3459879845,30318.43059649775,37345.15633061185,31282.849067919946,35275.6413309949,27739.806497521287,35093.42750199774,30161.444064753745,37365.80777797156,35331.503221496125,36991.060430787744,30941.53387248977,35836.797379893804,33324.57358717001,37002.357020778916,35417.74682047658,35826.543785162416,39134.743463697676,32937.25553664761,31205.044171849004,34639.43561352752,32764.377198195012,38855.48939234187,33600.14092113265,37045.560982475705,27328.74905036189,32305.143573744204,35671.46448150718,36747.68494021765,38451.0813966037,35883.048534683134,33090.305594778634,31320.318597634225,39476.14185219702,37720.58085286178,36595.08210255087,38325.67388112057,37082.073167597846,28468.095528353446,37029.224147449495,48579.539625913625,30849.763743026542,36828.19706122668
Arg,IS4,30200.0,17700.0,1140.0,3590.0,2680.0,9830.0,7560.0,16200.0,52000.0,87600.0,221000.0,50300.0,41800.0,3300.0,3280.0,9130.0,18600.0,27700.0,75100.0,81500.0,233000.0,659000.0,43300.0,44900.0,9080.0,13700.0,24900.0,13900.0,40400.0,47800.0,101000.0,255000.0,606000.0,37800.0,30100.0,2230.0,2980.0,6640.0,14700.0,22800.0,70100.0,69000.0,279000.0,500000.0,37300.0,21300.0,1860.0,2540.0,6720.0,8480.0,14800.0,54100.0,108000.0,190000.0,490000.0,46300.0,27900.0,2430.0,3730.0,6060.0,14800.0,26300.0,91500.0,157000.0,212000.0,815000.0,49800.0,37900.0,3220.0,6120.0,7330.0,20700.0,26800.0,74700.0,108000.0,259000.0,849000.0,76481.23323930807,127681.78292841377,125167.99507676702,82953.8920289111,83110.83100117905,90198.80354172012,63591.12670015699,90178.29149375063,65015.608955028525,90359.33790560825,65459.57016623914,76271.83972837449,79722.84174436213,94710.22313426316,93717.28194603435,83518.5880954268,60448.97544937517,95784.59652432497,88710.68837934695,89132.93471571727,101640.92615735446,89830.26600792445,84820.05272840182,91547.40469076422,84694.11767144209,112445.81112362033,89629.06164509984,102854.7836889789,84709.44505007543,91715.03701209246,69509.66940273448,90449.47296288626,96398.08262143529,59123.57879273914,65570.57244763373,96040.52066302735,70754.04476911105,85721.22677251183,93486.97192316035,94949.76809521802,82436.17562431951,85440.31615500659,103834.37908573392,85347.17660940524,90789.3082908501,85297.0302893062,76843.77767322343,85400.41582097398,69951.4358980183,89039.99273822198,88087.50176137249,88525.96257109041,90029.886002496,108818.81094872968,89058.36902197011,102828.07469372344,85432.14477988718,80406.18972563495,89765.45669621401,82776.63640769286,89421.16271860093,86563.53099423234,82351.41774600983,93599.91606124138,84448.7224216814,105214.43656904945,84717.43220320492,136310.22536103247,72397.18359395934,88843.18633697198,90071.28909790996,85870.29923390635,76859.8164354788,89236.47894685855,98147.47876459987,70502.85730250843,89690.45683901633,85284.4751881155,92986.2552316848,89087.43406308764,86267.55130641139,76643.9317634735,78078.60194029649,82662.66195414474,84307.84284250319,90931.89377160266,77308.02625309904,90719.464070653,97099.56811924958,85215.07859802565,106163.43369678497,89348.76284846092,77215.17352220384,87238.40815045754,82355.08138954619,80954.3813465903,81429.66388782207,74357.9416412191,98822.45452218936,88936.5821689609,86568.26029771412,89429.63325826802,67282.23294634337,105631.63880113783,85767.04777971866,101405.44610948942,92584.83424776526,77040.31224412064,88766.33734159543,76337.40696506102,89372.87748141495,99872.79402571659,80083.56924140386,110272.95580002479,85683.3717180893,71161.48037756165,88796.45900366841,115233.15892347577,78458.89644951794,93363.54503350513
Met,IS5,547000.0,277000.0,7250.0,14900.0,56000.0,140000.0,194000.0,534000.0,1490000.0,2310000.0,5390000.0,649000.0,429000.0,19500.0,33400.0,102000.0,258000.0,304000.0,1040000.0,2020000.0,3780000.0,9130000.0,508000.0,422000.0,88200.0,99200.0,263000.0,187000.0,438000.0,343000.0,1150000.0,3630000.0,8370000.0,631000.0,453000.0,26200.0,46400.0,104000.0,285000.0,360000.0,1040000.0,2010000.0,5130000.0,8740000.0,446000.0,462000.0,23700.0,26700.0,120000.0,165000.0,328000.0,1210000.0,1860000.0,4240000.0,9650000.0,796000.0,511000.0,43100.0,63200.0,143000.0,318000.0,507000.0,1770000.0,3660000.0,7120000.0,16300000.0,921000.0,729000.0,44900.0,161000.0,185000.0,449000.0,750000.0,2020000.0,4380000.0,8700000.0,19600000.0,521388.1454741206,536407.3489597212,589456.1775358354,536286.4419281629,558253.2777250637,546440.5073719206,543927.1305083778,554698.0358616892,564510.9195570528,548421.9469856168,607602.99630014,538494.7366676748,580940.3896533762,592302.5282924785,612971.3681197222,553237.328320027,569558.6172246129,536105.63829194,542920.0549740616,524891.3206451795,572288.1549512957,565166.2284293228,549272.8256241112,552967.3522222386,523442.5636704446,531238.9915223573,543015.4614065557,532172.6122393237,542981.2395867924,535891.2819773054,549196.9151344117,560546.4075014556,549084.077366564,535571.018125728,567275.1655949943,543678.0734063837,532281.5472540362,567286.0939804817,536620.5204018673,514934.7090867719,575686.3908157598,530726.1810708013,559974.0187518349,546606.8318807209,561993.8053327302,547855.1510889333,545771.8778826308,555245.4889349111,559037.6607965514,548493.4738455121,548690.4985286227,909469.2062066238,525355.5616814289,556223.0060332991,543343.1453233844,529298.482309007,548344.0469602543,502210.9492901073,543384.2843359711,530480.1994219791,549804.5712240875,649299.9085345581,532075.6514277922,585347.6677187817,548752.338954069,565207.1685557236,562110.155754728,573180.7086737616,529371.8633073246,547337.0270125871,497926.79326420836,541405.974651411,512578.7252857805,561636.4339220822,563155.7105795997,547038.5362817771,568630.105080493,525900.4661620219,553057.0604535413,556814.5533735824,555264.3623802685,534781.5942711936,528863.3603054091,544970.2859824859,609611.1120212325,557135.4510352402,523512.9838771507,489367.1519957722,545330.219309676,545491.4772250646,546199.7031384112,570694.6556755764,529654.3513026629,550985.6670188754,538150.107489538,550954.5444552997,403410.5944299026,541471.3956042875,527679.0706981128,535477.5205355051,541563.0866667941,551048.371357557,598352.793389502,554182.9208062093,493674.7615348355,490661.02263264806,540847.1008994997,521378.1521973197,588108.5369141639,538596.7992649778,551120.7056722603,445184.6691005534,525299.8921686218,427150.03335371177,540863.7098158067,533845.7349044656,540785.6354267871,452917.98243761744,572451.769421475,514000.8337990606
Val,IS6,1330000.0,797000.0,17700.0,44900.0,145000.0,341000.0,501000.0,1250000.0,2770000.0,4110000.0,8220000.0,2500000.0,1600000.0,81000.0,137000.0,391000.0,918000.0,1280000.0,3630000.0,6390000.0,11600000.0,25100000.0,2170000.0,1600000.0,453000.0,656000.0,1410000.0,775000.0,1630000.0,1370000.0,3890000.0,10700000.0,21000000.0,2460000.0,1650000.0,82500.0,167000.0,393000.0,999000.0,1340000.0,3780000.0,5850000.0,14100000.0,21500000.0,1640000.0,1570000.0,74400.0,101000.0,426000.0,618000.0,1210000.0,3680000.0,5800000.0,10500000.0,19200000.0,4030000.0,1440000.0,127000.0,193000.0,487000.0,653000.0,889000.0,6170000.0,11300000.0,14000000.0,29300000.0,2340000.0,1410000.0,205000.0,800000.0,669000.0,1590000.0,1300000.0,3630000.0,11200000.0,21400000.0,39900000.0,3857653.085955372,6029863.393518701,3907460.713796898,4777038.6255813455,8164418.038797592,4168514.335520494,4595727.051851298,4807006.878951704,4419027.626825323,4623245.503292889,5231077.92945219,4576289.925464375,8560461.200016672,5036339.949593543,5016152.711400824,4690013.156358655,4577478.253749667,4659701.666884369,4672355.448164138,4399185.734646746,4692848.542899912,4493531.171316551,4695927.038316033,4562266.661082124,4737448.776708785,4840416.805262642,4693982.446768833,4853083.678447467,4718468.434538953,4676527.728928607,4736489.08537611,4803547.122753778,4864875.750911415,4779939.489238628,4858839.765364355,4692470.989629789,4699673.131616733,4692315.256807814,4694998.621146384,4693611.696999233,4635527.597974878,4693422.700014687,4567486.237928683,4842562.588790783,4714684.037167479,4736579.858633496,4574709.655104053,4715704.718088346,4635915.437505965,4736323.1777089,5062968.250886716,4789790.9544640295,4698809.165254781,4735345.770908911,4665882.603478941,4829611.963805262,4698957.626619781,4788858.378149405,4731803.563738742,4643376.765975264,4731500.678025854,4859282.921500329,4731411.419467246,4851407.390058191,4613497.621571539,4766729.992668291,4806477.852778658,4733776.314698607,4600464.749965319,4692124.46663227,4701162.247114829,4632830.262095533,4605047.436303621,4697413.716711509,4728136.271485848,4751673.434300961,4572675.016671841,4704741.345309292,4677539.811183146,4732825.465208398,4769971.507760677,4733043.363859434,4820877.150897019,4736382.182800818,5016503.548712869,4698068.494550548,6906970.684051276,4634466.111971607,4653967.74234556,4725206.773085723,4624507.697456291,4704618.244102197,4768005.112086027,4704473.428916263,4801356.917654102,4570700.206764425,4774462.36742309,4726377.368539324,8048580.392380761,4735852.797318886,7912576.518930783,4726307.870283504,4809657.2704784,3642884.2249882338,4960243.792689082,4150365.2599011385,4531356.256446708,3676489.3532254933,4570585.86813466,4776787.145915931,6039282.794779957,7592630.104093507,4574102.884277892,4666762.187126726,4544721.8255512025,6676652.255965742,4576159.958268132,6197696.858665747,5410840.340854729,5705095.732655092
Choline,IS8,1740000.0,1160000.0,38400.0,83900.0,249000.0,514000.0,791000.0,1390000.0,2040000.0,2450000.0,3290000.0,2180000.0,1550000.0,99300.0,155000.0,429000.0,863000.0,1280000.0,2800000.0,3300000.0,4320000.0,6580000.0,2110000.0,1880000.0,167000.0,221000.0,542000.0,829000.0,1780000.0,1720000.0,2670000.0,4640000.0,6690000.0,2210000.0,1610000.0,108000.0,210000.0,505000.0,986000.0,1370000.0,2520000.0,3230000.0,4730000.0,6050000.0,1880000.0,1410000.0,87300.0,148000.0,427000.0,696000.0,1180000.0,2270000.0,2960000.0,3880000.0,5580000.0,2170000.0,1670000.0,144000.0,238000.0,584000.0,1070000.0,1630000.0,3630000.0,4930000.0,6280000.0,9260000.0,2060000.0,1720000.0,163000.0,372000.0,714000.0,1390000.0,1710000.0,3890000.0,5560000.0,7320000.0,10300000.0,1310945.6320059376,1258067.3167781767,1242498.3540746577,1205685.6022118498,1254207.8511613423,1284038.7516028946,1353821.5777588324,1284502.8761392352,1268465.689604769,1190051.9798306713,1223613.1980642502,1282736.758499751,1281189.3044728606,1278961.5025628095,1140551.170249286,1282427.9848808704,1258142.4405211085,1230630.1245860911,1083985.1611571556,1340891.6763788965,1282709.9991205733,1150801.8442410517,1281648.5115312967,1085677.429742198,1260358.2379735988,1396155.669511225,1260131.679784056,1226827.7218730866,1302201.3683604074,1240421.5232516972,1260451.5440337337,1255064.780839744,1260295.3529737687,1333835.4622902272,1381781.5732812397,1259172.6218252946,1183998.5999350483,1282341.1363184035,1219190.5505484599,1259039.2122197475,1114354.3822892257,1266516.8929929205,1187979.8802319535,1283175.7158434198,1186481.8593303342,1256551.615120074,1249257.1167607533,1352501.4808233026,1306266.2141742501,1281987.4159639038,1263959.0840523692,1111051.1570599435,1233394.5135452466,1405276.2152468602,1234448.327696872,1324081.2966062136,1235740.8618228568,1323822.4073515632,1307385.5178164344,1392184.9261596152,1270041.5825415114,1118686.636763647,1282739.5586939189,1243454.9191244305,1295271.720079374,1274680.4199726516,1294741.3447052494,1329476.4923510435,1166902.4480318131,1258355.0904279426,1074703.9369078323,1283860.964461183,1260017.1070767331,1329219.6385283875,1134898.487331313,1258912.9899135283,1086251.9183629556,1283142.6837162091,1245992.0013612164,1257068.224614537,1422354.710668664,1257925.0764932863,1474524.99125099,1347208.5179979203,1154794.1509514407,1257317.3220783947,1232949.1188570699,1114427.5124243947,1163535.4598593505,1258078.7126201803,1202354.8139806914,1284066.6545367262,1148836.0115287588,1258076.420936046,1363308.1792365857,1262096.2330087777,1180157.8256083813,1283675.6307902574,1284771.487934677,1283807.054331184,1240235.567131056,1283588.9394570112,1275432.2532227142,1107525.0376712733,1245732.6564266616,1183744.1263035864,1246292.7691478098,1181969.0841458288,1246666.4357628056,1208020.2531217062,1291746.6630298854,1233111.2641645174,1252493.1501933257,1159191.4610081022,1325046.016538815,1167636.686319187,1289533.7625585452,1198743.5497254878,1290585.974757519,1408085.9169099543
Hypoxanthine,IS6,12200000.0,7230000.0,363000.0,699000.0,1920000.0,3770000.0,5210000.0,10300000.0,22200000.0,30700000.0,54900000.0,14700000.0,9880000.0,685000.0,1210000.0,2820000.0,5420000.0,6840000.0,16100000.0,27400000.0,40700000.0,72400000.0,13400000.0,11100000.0,692000.0,1520000.0,3480000.0,5590000.0,11900000.0,8610000.0,21700000.0,51900000.0,88800000.0,15200000.0,10200000.0,1080000.0,1870000.0,3370000.0,6910000.0,8460000.0,18900000.0,31600000.0,55500000.0,80500000.0,11600000.0,11100000.0,1040000.0,1290000.0,3650000.0,5220000.0,8020000.0,21800000.0,28400000.0,53800000.0,93600000.0,18400000.0,13800000.0,1400000.0,2130000.0,5010000.0,9880000.0,14700000.0,35200000.0,54100000.0,90900000.0,139000000.0,17800000.0,15400000.0,1440000.0,2560000.0,5360000.0,10500000.0,13500000.0,31700000.0,57700000.0,97000000.0,142000000.0,1106765.8245255647,1130412.8003911977,1165280.7999201678,1181122.9701585588,1195086.2910592135,1227436.6533542732,1230248.6374207884,1184339.9169599656,1184241.424857025,1224545.6236676667,1145890.457997679,1222300.4166076265,1191489.7625876258,1187639.356963982,1210394.1827508365,1256536.458264982,1241023.2725394734,1175211.1451432516,1197853.9890821956,1156959.4013353796,1197760.0922780354,1271034.905315737,1198369.0187824918,1223684.7803437274,1232067.378193083,1256461.3258625395,1256543.4165958979,1272723.814772975,1211461.551675865,1151217.8936698723,1198154.606136275,1169030.8897628137,1211238.4823001684,1206200.9274016782,1184062.9159441844,1186818.3028639092,1210008.928832889,1194618.8952955292,1212253.1711107118,1212823.9127501848,1231401.2725936593,1203474.1840197714,1226960.1691030378,1213785.2089281268,1209417.1959333203,1222154.2489172695,1225220.6902252706,1092580.9609550831,1258564.6044620804,1225772.26405024,1338960.0282784563,1167475.5849987343,1146962.292552149,1071466.9035295213,1240410.1164472462,1173345.3723411164,1196925.524240456,1143927.2240737705,1196362.7600451726,1149639.5974537435,1212039.251150444,1223450.321131243,1228246.420474551,1237835.3901150832,1212121.8403149506,1195147.4892744804,1197320.859380756,1156906.579929899,1107798.4350641,1180433.660739569,1104833.5050231514,1219683.3190207286,1320232.5683206199,1181492.5487736678,1228148.7685919262,1225404.1616890929,1333876.585727057,1081335.107888612,1299424.9496953087,1235045.9298813215,1279965.6506045265,1222357.1316783829,950969.063077804,1186569.5536317823,1240678.2240169365,1218649.080534672,1118044.0476398051,1276340.97822285,1203600.4947540504,1220247.6082315445,1170520.5262705628,1186767.905797777,1232939.939434437,1219264.988989083,1150408.881177801,1189025.5448988022,1205055.4793423442,1186906.2678032105,1210560.4235064513,1252697.1304912593,1267074.4426778895,1107304.0584189857,1473292.1699193476,1081934.603152281,1269322.5683724675,1223074.6192249581,1218046.1591769622,1191163.218548606,1194735.4895864052,1308121.958506828,1134002.5578114558,1296426.1804160702,1190594.8411655687,1311781.3016233412,1107760.924389114,1293757.2402297186,1226913.6531303276,1153294.7409223085,1218221.1396522082,1067487.572538554
Paraxanthine,IS10,172000.0,92200.0,2740.0,5040.0,14200.0,39400.0,53800.0,171000.0,515000.0,718000.0,2210000.0,282000.0,143000.0,5420.0,11400.0,26200.0,68500.0,88600.0,315000.0,631000.0,1090000.0,3100000.0,201000.0,172000.0,5100.0,9990.0,38700.0,77000.0,170000.0,114000.0,370000.0,1350000.0,3520000.0,253000.0,143000.0,8730.0,17600.0,32700.0,93200.0,111000.0,352000.0,659000.0,1850000.0,3280000.0,180000.0,186000.0,7490.0,9210.0,39600.0,58000.0,109000.0,399000.0,677000.0,1520000.0,3580000.0,271000.0,175000.0,14800.0,21600.0,47700.0,106000.0,155000.0,625000.0,1380000.0,2560000.0,6470000.0,288000.0,223000.0,12600.0,24200.0,58300.0,158000.0,182000.0,662000.0,1420000.0,2750000.0,6240000.0,114377.66116767316,118343.41614658915,118697.65436197328,125631.55877392644,122790.11984892012,117863.17387929755,116464.22758696479,118422.74579374734,122016.31265971115,113033.35561571152,129519.75893854232,119186.80780237826,112736.16717410141,115451.22197831667,113646.42300219061,109902.14962731082,118723.36097329516,116862.50439726301,118201.89361839583,120005.23971041717,116814.24504650578,88992.67357352434,119693.70163818894,126628.73043829648,118139.11076399992,122373.29320514716,117109.95920930702,109200.70866774244,118232.50933948754,116354.89619046556,113004.41594224809,119870.06323255315,107812.06429103154,111244.81528431489,128562.97384454387,116267.1564003679,123640.0933921438,117756.72120937081,117888.66981268646,116266.66657325506,126444.32445550352,127138.59342955581,115567.26617493176,116297.6530775286,111030.66739682843,116278.06260072147,121352.11327914435,116315.42969156074,111944.77717102099,117772.85850238662,118464.06492563512,140916.1741570898,116469.9607721708,144819.7649405553,121929.94490890758,128532.13889767119,116469.93341835006,133197.049698729,118185.56980371474,118942.12469573457,115232.31755792005,115927.12808919854,120802.08767846732,112289.43760992293,115295.86312375098,109551.3554137168,116433.87680053318,108479.9613028002,126671.23083729162,117799.06398429553,108521.10969603555,117562.34678825237,114413.75900784734,114907.62240172173,107510.90921784884,116520.27885069264,110729.44411138189,118257.56933157828,112885.10382781396,118380.03200303133,115211.49315857183,111494.86056138153,124004.2704718934,116509.03584275438,122055.63769931845,116518.07797332614,113971.8278275804,113638.44310080391,120235.21743398362,117895.76875616476,108854.38461996464,117887.87848740807,116657.90844231591,123379.14299755251,110785.38649786665,113460.34536912057,122931.60538183751,117943.11512400133,118195.88439386163,118006.3721774153,109168.90356168519,116058.38665180665,107326.18357742288,133140.79716970568,117883.23034020347,114538.25673772255,117899.41513457643,117770.31419580146,105951.77274318998,120396.97007830159,119662.74795533581,122020.93146268548,117894.66881739415,116704.94965652515,121989.17443032868,115504.12326524824,114302.1142374131,110936.64037346584,116153.38519192567,119587.09794400202
